tsne1,tsne2,FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,CD161,L_D,Ly-6G,AmCyan-A,CD11b,CD64,FcERI,FITC-A,CD3,CD19,CD11c,CD49b,MHCII,Time
0.034458585,27.477953,0.8898431370276899,0.8854849187493592,0.8704514504885212,0.7420682812812621,0.7395155822000612,0.8686345833139375,0.5389709309675313,-0.13249626950839377,-0.192807314736119,0.13000333229464073,-0.014049227590053087,-0.16831847942795986,-0.043654137909798774,0.07787897056162546,0.3225927895359305,0.6297791143405722,0.44039166270263436,-0.1420247285637874,0.6031696991295937,0.1111111111111111
-37.136707,14.2312975,0.8841157109072272,0.8760275473587461,0.8741813657090504,0.723596196148493,0.720540470791464,0.8691321887857797,0.24190106588616656,0.2788904348570112,0.20992538899534094,0.05850345194301551,-0.11146833325491051,0.15294603728834302,0.047767771557716804,0.1387479032008007,0.14636385403388813,-0.06615630703478942,0.09010931518899173,0.15799568876434503,0.31779589287590027,0.1111111111111111
10.77875,-27.480062,0.8941615970702628,0.8848712874227008,0.8753847683614284,0.7946297314257292,0.7881561805545282,0.8725537655370179,0.6159692904342563,-0.1937572021357558,-0.27158086162468065,0.16185527287909585,0.18543109816507647,0.4018486403395263,0.18973889063545282,0.11765222369395492,-0.10960200898018885,0.6977877436834888,0.5009473532398874,-0.2374308812393386,0.7080616987183159,0.1111111111111111
0.2079882,15.503085,0.8961467218107412,0.8900940391549628,0.872146723330489,0.7691531378927557,0.766902784135266,0.8683363713347022,0.5368888163798666,-0.055825879260408884,-0.1763381957327832,0.14276048920905904,0.05273182076153854,-0.18066069680407382,0.18921616419906698,0.1584715129355864,0.19006269429400838,0.6223041780333866,0.38747424395130925,-0.12461384237184436,0.6046494589158714,0.11122570928094219
8.142113,34.85442,0.8871609445195018,0.8798830182274502,0.873371413310294,0.7731720030836458,0.7608121244107611,0.878417403417391,0.5997872063028628,0.07997023515513796,-0.2391879195273091,0.2336638311525171,-0.14668117716801843,-0.2825917459393522,-0.11303085651728595,0.17138160370114652,0.3550437215860676,0.708421706734563,0.4910109138097339,-0.20202833260025482,0.6637333921330743,0.11122570928094219
-52.884293,18.187403,0.8942976644901002,0.8866374358975566,0.8737544535652289,0.7593535517150279,0.7556357114922442,0.8697981657437932,0.012363835072554674,0.17740378160690215,-0.04783569918547892,0.11011393436250852,-0.14848277147579791,-0.17402366335174652,-0.06216122141389557,0.20427103330817267,0.6854567715642039,-0.2906562935097866,0.32020809814282614,-0.29575834041087723,0.3752812526772117,0.11122570928094219
4.899933,-27.428509,0.8852347689231883,0.8790689761116895,0.8722589852194305,0.7423674763029636,0.7390491662481178,0.869397115807262,0.5901782308053803,-0.141962314119623,-0.2709062818716161,0.16185527287909585,0.3426873227944279,-0.057055218489073245,-0.08943683224454013,0.11029319997183265,-0.13844238297178296,0.6879066373328226,0.44827284266028483,-0.20183245334529465,0.6695910831668611,0.11122570928094219
5.4144616,-18.689272,0.9013002517548091,0.8945951900125569,0.8727996525775905,0.7571052755345503,0.753830931463069,0.869355772695951,0.5475732700219775,-0.15543357997125518,-0.23594724888354857,0.1456716921172156,0.26491586409255913,-0.12140323775201678,-0.0031034881455520025,0.17946891966934472,-0.04953064275923791,0.6577801935093458,0.47390464307272545,-0.19833901923003078,0.6428896403643234,0.11134030738010016
-54.32244,9.615897,0.9099326265580886,0.9013751198065236,0.8746534402837103,0.7962084120430502,0.7909464655638683,0.8713448053660965,0.20436968974031494,0.17221496930711575,-0.10348262778916012,0.2708604781590269,-0.11963572213580187,-0.14246046496440767,0.17697625079598864,0.17874299452439552,0.6731663971601415,-0.2502637126239217,0.16901959668758884,-0.2624046840871659,0.41059102904365313,0.11134030738010016
-51.76719,7.161308,0.8783776396095779,0.8666948690220264,0.8777748896309768,0.8067976241438234,0.801776348317137,0.8711062178581971,0.21459755462916336,0.38816610964065884,-0.07408955973148323,0.2822214237701873,-0.09781401213958213,-0.015474671466137818,0.19868430055805347,0.1584715129355864,0.6076705146575029,-0.2056899061395958,0.15822770035765976,-0.19491390966532646,0.3744975767554898,0.11134030738010016
